"","Sample Accession or Sample ID","Study_Accession","Run_Accession","Phenotype"
"2583","SAMEA3708595","PRJEB12123","ERR1190669","Healthy"
"2584","SAMEA3708596","PRJEB12123","ERR1190670","Healthy"
"2585","SAMEA3708597","PRJEB12123","ERR1190671","Healthy"
"2586","SAMEA3708598","PRJEB12123","ERR1190672","Healthy"
"2587","SAMEA3708599","PRJEB12123","ERR1190673","Healthy"
"2588","SAMEA3708600","PRJEB12123","ERR1190674","Healthy"
"2589","SAMEA3708601","PRJEB12123","ERR1190675","Healthy"
"2590","SAMEA3708602","PRJEB12123","ERR1190676","Healthy"
"2591","SAMEA3708603","PRJEB12123","ERR1190677","Healthy"
"2592","SAMEA3708604","PRJEB12123","ERR1190678","Healthy"
"2593","SAMEA3708605","PRJEB12123","ERR1190679","Healthy"
"2594","SAMEA3708606","PRJEB12123","ERR1190680","Healthy"
"2595","SAMEA3708607","PRJEB12123","ERR1190681","Healthy"
"2596","SAMEA3708608","PRJEB12123","ERR1190682","Healthy"
"2597","SAMEA3708609","PRJEB12123","ERR1190683","Healthy"
"2598","SAMEA3708610","PRJEB12123","ERR1190684","Healthy"
"2599","SAMEA3708611","PRJEB12123","ERR1190685","Healthy"
"2600","SAMEA3708612","PRJEB12123","ERR1190686","Healthy"
"2601","SAMEA3708613","PRJEB12123","ERR1190687","Healthy"
"2602","SAMEA3708614","PRJEB12123","ERR1190688","Healthy"
"2603","SAMEA3708615","PRJEB12123","ERR1190689","Healthy"
"2604","SAMEA3708616","PRJEB12123","ERR1190690","Healthy"
"2605","SAMEA3708617","PRJEB12123","ERR1190691","Healthy"
"2606","SAMEA3708618","PRJEB12123","ERR1190692","Healthy"
"2607","SAMEA3708619","PRJEB12123","ERR1190693","Healthy"
"2608","SAMEA3708620","PRJEB12123","ERR1190694","Healthy"
"2609","SAMEA3708621","PRJEB12123","ERR1190695","Healthy"
"2610","SAMEA3708622","PRJEB12123","ERR1190696","Healthy"
"2611","SAMEA3708624","PRJEB12123","ERR1190698","Healthy"
"2612","SAMEA3708625","PRJEB12123","ERR1190699","Healthy"
"2613","SAMEA3708626","PRJEB12123","ERR1190700","Healthy"
"2614","SAMEA3708627","PRJEB12123","ERR1190701","Healthy"
"2615","SAMEA3708628","PRJEB12123","ERR1190702","Healthy"
"2616","SAMEA3708629","PRJEB12123","ERR1190703","Healthy"
"2617","SAMEA3708630","PRJEB12123","ERR1190704","Healthy"
"2618","SAMEA3708631","PRJEB12123","ERR1190705","Healthy"
"2619","SAMEA3708637","PRJEB12123","ERR1190711","Obesity"
"2620","SAMEA3708639","PRJEB12123","ERR1190713","Obesity"
"2621","SAMEA3708642","PRJEB12123","ERR1190716","Obesity"
"2622","SAMEA3708643","PRJEB12123","ERR1190717","Obesity"
"2623","SAMEA3708645","PRJEB12123","ERR1190719","Obesity"
"2624","SAMEA3708646","PRJEB12123","ERR1190720","Obesity"
"2625","SAMEA3708647","PRJEB12123","ERR1190721","Obesity"
"2626","SAMEA3708648","PRJEB12123","ERR1190722","Obesity"
"2627","SAMEA3708649","PRJEB12123","ERR1190723","Obesity"
"2628","SAMEA3708650","PRJEB12123","ERR1190724","Obesity"
"2629","SAMEA3708651","PRJEB12123","ERR1190725","Obesity"
"2630","SAMEA3708652","PRJEB12123","ERR1190726","Obesity"
"2631","SAMEA3708674","PRJEB12123","ERR1190748","Obesity"
"2632","SAMEA3708675","PRJEB12123","ERR1190749","Obesity"
"2633","SAMEA3708676","PRJEB12123","ERR1190750","Obesity"
"2634","SAMEA3708677","PRJEB12123","ERR1190751","Obesity"
"2635","SAMEA3708678","PRJEB12123","ERR1190752","Obesity"
"2636","SAMEA3708679","PRJEB12123","ERR1190753","Obesity"
"2637","SAMEA3708680","PRJEB12123","ERR1190754","Obesity"
"2638","SAMEA3708681","PRJEB12123","ERR1190755","Obesity"
"2639","SAMEA3708682","PRJEB12123","ERR1190756","Obesity"
"2640","SAMEA3708683","PRJEB12123","ERR1190757","Obesity"
"2641","SAMEA3708684","PRJEB12123","ERR1190758","Obesity"
"2642","SAMEA3708685","PRJEB12123","ERR1190759","Obesity"
"2643","SAMEA3708686","PRJEB12123","ERR1190760","Obesity"
"2644","SAMEA3708687","PRJEB12123","ERR1190761","Obesity"
"2645","SAMEA3708688","PRJEB12123","ERR1190762","Obesity"
"2646","SAMEA3708689","PRJEB12123","ERR1190763","Obesity"
"2647","SAMEA3708690","PRJEB12123","ERR1190764","Obesity"
"2648","SAMEA3708691","PRJEB12123","ERR1190765","Obesity"
"2649","SAMEA3708692","PRJEB12123","ERR1190766","Obesity"
"2650","SAMEA3708693","PRJEB12123","ERR1190767","Obesity"
"2651","SAMEA3708694","PRJEB12123","ERR1190768","Obesity"
"2652","SAMEA3708695","PRJEB12123","ERR1190769","Healthy"
"2653","SAMEA3708696","PRJEB12123","ERR1190770","Healthy"
"2654","SAMEA3708697","PRJEB12123","ERR1190771","Healthy"
"2655","SAMEA3708698","PRJEB12123","ERR1190772","Healthy"
"2656","SAMEA3708699","PRJEB12123","ERR1190773","Healthy"
"2657","SAMEA3708700","PRJEB12123","ERR1190774","Healthy"
"2658","SAMEA3708701","PRJEB12123","ERR1190775","Healthy"
"2659","SAMEA3708702","PRJEB12123","ERR1190776","Healthy"
"2660","SAMEA3708704","PRJEB12123","ERR1190778","Healthy"
"2661","SAMEA3708706","PRJEB12123","ERR1190780","Healthy"
"2662","SAMEA3708707","PRJEB12123","ERR1190781","Healthy"
"2663","SAMEA3708708","PRJEB12123","ERR1190782","Healthy"
"2664","SAMEA3708709","PRJEB12123","ERR1190783","Healthy"
"2665","SAMEA3708710","PRJEB12123","ERR1190784","Healthy"
"2666","SAMEA3708711","PRJEB12123","ERR1190785","Healthy"
"2667","SAMEA3708712","PRJEB12123","ERR1190786","Healthy"
"2668","SAMEA3708713","PRJEB12123","ERR1190787","Healthy"
"2669","SAMEA3708714","PRJEB12123","ERR1190788","Healthy"
"2670","SAMEA3879500","PRJEB12449","ERR1293497","Healthy"
"2671","SAMEA3879501","PRJEB12449","ERR1293504","CRC"
"2672","SAMEA3879502","PRJEB12449","ERR1293507","Overweight"
"2673","SAMEA3879503","PRJEB12449","ERR1293512","Overweight"
"2674","SAMEA3879504","PRJEB12449","ERR1293515","Overweight"
"2675","SAMEA3879505","PRJEB12449","ERR1293519","CRC"
"2676","SAMEA3879506","PRJEB12449","ERR1293524","CRC"
"2677","SAMEA3879507","PRJEB12449","ERR1293525","Overweight"
"2678","SAMEA3879508","PRJEB12449","ERR1293529","CRC"
"2679","SAMEA3879509","PRJEB12449","ERR1293535","Healthy"
"2680","SAMEA3879510","PRJEB12449","ERR1293538","CRC"
"2681","SAMEA3879513","PRJEB12449","ERR1293549","Obesity"
"2682","SAMEA3879514","PRJEB12449","ERR1293555","Obesity"
"2683","SAMEA3879516","PRJEB12449","ERR1293561","CRC"
"2684","SAMEA3879517","PRJEB12449","ERR1293567","CRC"
"2685","SAMEA3879518","PRJEB12449","ERR1293571","CRC"
"2686","SAMEA3879519","PRJEB12449","ERR1293576","CRC"
"2687","SAMEA3879520","PRJEB12449","ERR1293578","CRC"
"2688","SAMEA3879521","PRJEB12449","ERR1293582","CRC"
"2689","SAMEA3879522","PRJEB12449","ERR1293588","Healthy"
"2690","SAMEA3879523","PRJEB12449","ERR1293591","Overweight"
"2691","SAMEA3879524","PRJEB12449","ERR1293595","Obesity"
"2692","SAMEA3879525","PRJEB12449","ERR1293597","Healthy"
"2693","SAMEA3879526","PRJEB12449","ERR1293603","Obesity"
"2694","SAMEA3879527","PRJEB12449","ERR1293605","CRC"
"2695","SAMEA3879528","PRJEB12449","ERR1293611","Overweight"
"2696","SAMEA3879529","PRJEB12449","ERR1293617","CRC"
"2697","SAMEA3879530","PRJEB12449","ERR1293619","Healthy"
"2698","SAMEA3879531","PRJEB12449","ERR1293625","CRC"
"2699","SAMEA3879532","PRJEB12449","ERR1293627","Healthy"
"2700","SAMEA3879533","PRJEB12449","ERR1293633","CRC"
"2701","SAMEA3879534","PRJEB12449","ERR1293634","CRC"
"2702","SAMEA3879535","PRJEB12449","ERR1293640","CRC"
"2703","SAMEA3879537","PRJEB12449","ERR1293646","CRC"
"2704","SAMEA3879538","PRJEB12449","ERR1293653","Healthy"
"2705","SAMEA3879539","PRJEB12449","ERR1293654","CRC"
"2706","SAMEA3879540","PRJEB12449","ERR1293661","CRC"
"2707","SAMEA3879541","PRJEB12449","ERR1293664","Healthy"
"2708","SAMEA3879542","PRJEB12449","ERR1293668","Healthy"
"2709","SAMEA3879543","PRJEB12449","ERR1293672","Healthy"
"2710","SAMEA3879544","PRJEB12449","ERR1293675","CRC"
"2711","SAMEA3879545","PRJEB12449","ERR1293679","CRC"
"2712","SAMEA3879546","PRJEB12449","ERR1293682","Healthy"
"2713","SAMEA3879547","PRJEB12449","ERR1293689","Healthy"
"2714","SAMEA3879548","PRJEB12449","ERR1293693","CRC"
"2715","SAMEA3879549","PRJEB12449","ERR1293697","Healthy"
"2716","SAMEA3879550","PRJEB12449","ERR1293698","Healthy"
"2717","SAMEA3879551","PRJEB12449","ERR1293704","Healthy"
"2718","SAMEA3879552","PRJEB12449","ERR1293706","Healthy"
"2719","SAMEA3879553","PRJEB12449","ERR1293713","Obesity"
"2720","SAMEA3879554","PRJEB12449","ERR1293715","Overweight"
"2721","SAMEA3879555","PRJEB12449","ERR1293718","CRC"
"2722","SAMEA3879556","PRJEB12449","ERR1293724","CRC"
"2723","SAMEA3879557","PRJEB12449","ERR1293728","CRC"
"2724","SAMEA3879558","PRJEB12449","ERR1293733","CRC"
"2725","SAMEA3879559","PRJEB12449","ERR1293736","CRC"
"2726","SAMEA3879560","PRJEB12449","ERR1293740","CRC"
"2727","SAMEA3879561","PRJEB12449","ERR1293743","Healthy"
"2728","SAMEA3879562","PRJEB12449","ERR1293746","CRC"
"2729","SAMEA3879563","PRJEB12449","ERR1293753","CRC"
"2730","SAMEA3879564","PRJEB12449","ERR1293756","Healthy"
"2731","SAMEA3879565","PRJEB12449","ERR1293758","Healthy"
"2732","SAMEA3879567","PRJEB12449","ERR1293767","CRC"
"2733","SAMEA3879568","PRJEB12449","ERR1293771","Healthy"
"2734","SAMEA3879569","PRJEB12449","ERR1293774","CRC"
"2735","SAMEA3879571","PRJEB12449","ERR1293783","Healthy"
"2736","SAMEA3879572","PRJEB12449","ERR1293787","CRC"
"2737","SAMEA3879573","PRJEB12449","ERR1293790","CRC"
"2738","SAMEA3879574","PRJEB12449","ERR1293797","Healthy"
"2739","SAMEA3879575","PRJEB12449","ERR1293798","CRC"
"2740","SAMEA3879576","PRJEB12449","ERR1293805","Healthy"
"2741","SAMEA3879577","PRJEB12449","ERR1293806","Healthy"
"2742","SAMEA3879578","PRJEB12449","ERR1293811","CRC"
"2744","SAMEA3879580","PRJEB12449","ERR1293819","Obesity"
"2745","SAMEA3879581","PRJEB12449","ERR1293824","CRC"
"2746","SAMEA3879582","PRJEB12449","ERR1293828","CRC"
"2747","SAMEA3879583","PRJEB12449","ERR1293833","CRC"
"2748","SAMEA3879586","PRJEB12449","ERR1293845","CRC"
"2749","SAMEA3879587","PRJEB12449","ERR1293846","Healthy"
"2750","SAMEA3879588","PRJEB12449","ERR1293851","Healthy"
"2751","SAMEA3879589","PRJEB12449","ERR1293857","Obesity"
"2752","SAMEA3879591","PRJEB12449","ERR1293864","Healthy"
"2753","SAMEA3879592","PRJEB12449","ERR1293866","Overweight"
"2754","SAMEA3879593","PRJEB12449","ERR1293871","Overweight"
"2755","SAMEA3879594","PRJEB12449","ERR1293874","CRC"
"2756","SAMEA3879595","PRJEB12449","ERR1293878","Overweight"
"2757","SAMEA3879596","PRJEB12449","ERR1293883","CRC"
"2758","SAMEA3879597","PRJEB12449","ERR1293889","CRC"
"2759","SAMEA3879598","PRJEB12449","ERR1293892","Overweight"
"2760","SAMEA3879599","PRJEB12449","ERR1293894","CRC"
"2761","SAMEA3879600","PRJEB12449","ERR1293899","Healthy"
"2762","SAMEA3879601","PRJEB12449","ERR1293902","CRC"
"2763","SAMEA3879602","PRJEB12449","ERR1293906","CRC"
"2764","SAMEA3879603","PRJEB12449","ERR1293913","Healthy"
"2765","SAMEA3879604","PRJEB12449","ERR1293914","CRC"
"2766","SAMEA3879606","PRJEB12449","ERR1293923","Obesity"
"2767","SAMEA3879607","PRJEB12449","ERR1293926","Healthy"
"2768","SAMEA3879608","PRJEB12449","ERR1293930","Overweight"
"2769","SAMEA3879609","PRJEB12449","ERR1293934","CRC"
"2770","SAMEA3888894","PRJEB12947","ERR1305884","Obesity"
"2771","SAMEA3888896","PRJEB12947","ERR1305891","Obesity"
"2772","SAMEA3888898","PRJEB12947","ERR1305882","Obesity"
"2773","SAMEA3888901","PRJEB12947","ERR1305886","Obesity"
"2774","SAMEA3888902","PRJEB12947","ERR1305879","Obesity"
"2775","SAMEA3888903","PRJEB12947","ERR1305909","Obesity"
"2776","SAMEA3888904","PRJEB12947","ERR1305896","Obesity"
"2777","SAMEA3888905","PRJEB12947","ERR1305904","Obesity"
"2778","SAMEA3888911","PRJEB12947","ERR1305893","Obesity"
"2779","SAMEA3888913","PRJEB12947","ERR1305906","Obesity"
"2780","SAMEA3888917","PRJEB12947","ERR1305901","Obesity"
"2781","SAMEA3888918","PRJEB12947","ERR1305889","Obesity"
"2782","SAMEA3888920","PRJEB12947","ERR1305898","Obesity"
"2783","SAMEA3951606","PRJEB13870","ERR1398129","Healthy"
"2784","SAMEA3951607","PRJEB13870","ERR1398173","Healthy"
"2785","SAMEA3951608","PRJEB13870","ERR1398206","Healthy"
"2786","SAMEA3951609","PRJEB13870","ERR1398242","Healthy"
"2787","SAMEA3951610","PRJEB13870","ERR1398075","Healthy"
"2788","SAMEA3951611","PRJEB13870","ERR1398153","Healthy"
"2789","SAMEA3951612","PRJEB13870","ERR1398078","Healthy"
"2790","SAMEA3951613","PRJEB13870","ERR1398214","Healthy"
"2791","SAMEA3951614","PRJEB13870","ERR1398192","Healthy"
"2792","SAMEA3951615","PRJEB13870","ERR1398138","Healthy"
"2793","SAMEA3951616","PRJEB13870","ERR1398083","Healthy"
"2794","SAMEA3951617","PRJEB13870","ERR1398161","Healthy"
"2795","SAMEA3951618","PRJEB13870","ERR1398223","Healthy"
"2796","SAMEA3951619","PRJEB13870","ERR1398253","Healthy"
"2797","SAMEA3951620","PRJEB13870","ERR1398218","Healthy"
"2798","SAMEA3951621","PRJEB13870","ERR1398178","Healthy"
"2799","SAMEA3951622","PRJEB13870","ERR1398113","Healthy"
"2800","SAMEA3951623","PRJEB13870","ERR1398180","Healthy"
"2801","SAMEA3951624","PRJEB13870","ERR1398148","Healthy"
"2802","SAMEA3951626","PRJEB13870","ERR1398217","Healthy"
"2803","SAMEA3951628","PRJEB13870","ERR1398244","Healthy"
"2804","SAMEA3951629","PRJEB13870","ERR1398118","Healthy"
"2805","SAMEA3951632","PRJEB13870","ERR1398198","Healthy"
"2806","SAMEA3951634","PRJEB13870","ERR1398089","Healthy"
"2807","SAMEA3951635","PRJEB13870","ERR1398100","Healthy"
"2808","SAMEA3951636","PRJEB13870","ERR1398263","Healthy"
"2809","SAMEA3951637","PRJEB13870","ERR1398126","Healthy"
"2810","SAMEA3951638","PRJEB13870","ERR1398248","Healthy"
"2811","SAMEA3951639","PRJEB13870","ERR1398237","Healthy"
"2812","SAMEA3951640","PRJEB13870","ERR1398224","Healthy"
"2813","SAMEA3951641","PRJEB13870","ERR1398114","Healthy"
"2814","SAMEA3951643","PRJEB13870","ERR1398101","Healthy"
"2815","SAMEA3951644","PRJEB13870","ERR1398109","Healthy"
"2816","SAMEA3951645","PRJEB13870","ERR1398213","Healthy"
"2817","SAMEA3951646","PRJEB13870","ERR1398205","Healthy"
"2818","SAMEA4431868","PRJEB15371","ERR1620255","Crohns disease"
"2819","SAMEA4431869","PRJEB15371","ERR1620256","Crohns disease"
"2820","SAMEA4431870","PRJEB15371","ERR1620257","Crohns disease"
"2821","SAMEA4431871","PRJEB15371","ERR1620258","Crohns disease"
"2822","SAMEA4431872","PRJEB15371","ERR1620259","Crohns disease"
"2823","SAMEA4431873","PRJEB15371","ERR1620260","Crohns disease"
"2824","SAMEA4431875","PRJEB15371","ERR1620262","Crohns disease"
"2825","SAMEA4431876","PRJEB15371","ERR1620263","Crohns disease"
"2826","SAMEA4431877","PRJEB15371","ERR1620264","Crohns disease"
"2827","SAMEA4431878","PRJEB15371","ERR1620265","Crohns disease"
"2828","SAMEA4431879","PRJEB15371","ERR1620266","Crohns disease"
"2829","SAMEA4431880","PRJEB15371","ERR1620267","Crohns disease"
"2830","SAMEA4431881","PRJEB15371","ERR1620268","Crohns disease"
"2831","SAMEA4431883","PRJEB15371","ERR1620270","Crohns disease"
"2832","SAMEA4431884","PRJEB15371","ERR1620271","Crohns disease"
"2833","SAMEA4431885","PRJEB15371","ERR1620272","Crohns disease"
"2834","SAMEA4431887","PRJEB15371","ERR1620274","Crohns disease"
"2835","SAMEA4431888","PRJEB15371","ERR1620275","Crohns disease"
"2836","SAMEA4431889","PRJEB15371","ERR1620276","Crohns disease"
"2837","SAMEA4431891","PRJEB15371","ERR1620278","Crohns disease"
"2838","SAMEA4431893","PRJEB15371","ERR1620280","Crohns disease"
"2839","SAMEA4431895","PRJEB15371","ERR1620282","Crohns disease"
"2840","SAMEA4431896","PRJEB15371","ERR1620283","Crohns disease"
"2841","SAMEA4431898","PRJEB15371","ERR1620285","Crohns disease"
"2842","SAMEA4431899","PRJEB15371","ERR1620286","Crohns disease"
"2843","SAMEA4431901","PRJEB15371","ERR1620288","Crohns disease"
"2844","SAMEA4431902","PRJEB15371","ERR1620289","Crohns disease"
"2845","SAMEA4431903","PRJEB15371","ERR1620290","Crohns disease"
"2846","SAMEA4431904","PRJEB15371","ERR1620291","Crohns disease"
"2847","SAMEA4431905","PRJEB15371","ERR1620292","Crohns disease"
"2848","SAMEA4431906","PRJEB15371","ERR1620293","Crohns disease"
"2849","SAMEA4431907","PRJEB15371","ERR1620294","Crohns disease"
"2850","SAMEA4431908","PRJEB15371","ERR1620295","Crohns disease"
"2851","SAMEA4431909","PRJEB15371","ERR1620296","Crohns disease"
"2852","SAMEA4431910","PRJEB15371","ERR1620297","Crohns disease"
"2853","SAMEA4431913","PRJEB15371","ERR1620300","Crohns disease"
"2854","SAMEA4431914","PRJEB15371","ERR1620301","Crohns disease"
"2855","SAMEA4431915","PRJEB15371","ERR1620302","Crohns disease"
"2856","SAMEA4431916","PRJEB15371","ERR1620303","Crohns disease"
"2857","SAMEA4431917","PRJEB15371","ERR1620304","Crohns disease"
"2858","SAMEA4431919","PRJEB15371","ERR1620306","Crohns disease"
"2859","SAMEA4431921","PRJEB15371","ERR1620308","Crohns disease"
"2860","SAMEA4431926","PRJEB15371","ERR1620313","Crohns disease"
"2861","SAMEA4431928","PRJEB15371","ERR1620315","Crohns disease"
"2862","SAMEA4431929","PRJEB15371","ERR1620316","Crohns disease"
"2863","SAMEA4431931","PRJEB15371","ERR1620318","Crohns disease"
"2864","SAMEA4431933","PRJEB15371","ERR1620320","Crohns disease"
"2865","SAMEA4431935","PRJEB15371","ERR1620322","Healthy"
"2866","SAMEA4431936","PRJEB15371","ERR1620323","Overweight"
"2867","SAMEA4431937","PRJEB15371","ERR1620324","Healthy"
"2868","SAMEA4431938","PRJEB15371","ERR1620325","Healthy"
"2869","SAMEA4431940","PRJEB15371","ERR1620327","Healthy"
"2870","SAMEA4431941","PRJEB15371","ERR1620328","Healthy"
"2871","SAMEA4431942","PRJEB15371","ERR1620329","Healthy"
"2872","SAMEA4431943","PRJEB15371","ERR1620330","Healthy"
"2873","SAMEA4431944","PRJEB15371","ERR1620331","Healthy"
"2874","SAMEA4431945","PRJEB15371","ERR1620332","Healthy"
"2875","SAMEA4431947","PRJEB15371","ERR1620334","Healthy"
"2878","SAMEA4431950","PRJEB15371","ERR1620337","Healthy"
"2880","SAMEA4431952","PRJEB15371","ERR1620339","Healthy"
"2881","SAMEA4431953","PRJEB15371","ERR1620340","Healthy"
"2882","SAMEA4431954","PRJEB15371","ERR1620341","Healthy"
"2883","SAMEA4431955","PRJEB15371","ERR1620342","Healthy"
"2884","SAMEA4431956","PRJEB15371","ERR1620343","Healthy"
"2885","SAMEA4431957","PRJEB15371","ERR1620344","Healthy"
"2886","SAMEA4431959","PRJEB15371","ERR1620346","Healthy"
"2887","SAMEA4431960","PRJEB15371","ERR1620347","Healthy"
"2888","SAMEA4431961","PRJEB15371","ERR1620348","Healthy"
"2889","SAMEA4431962","PRJEB15371","ERR1620349","Overweight"
"2890","SAMEA4431963","PRJEB15371","ERR1620350","Healthy"
"2892","SAMEA4431965","PRJEB15371","ERR1620352","Healthy"
"2893","SAMEA4431966","PRJEB15371","ERR1620353","Healthy"
"2894","SAMEA4431968","PRJEB15371","ERR1620355","Healthy"
"2895","SAMEA4431969","PRJEB15371","ERR1620356","Healthy"
"2896","SAMEA4431970","PRJEB15371","ERR1620357","Healthy"
"2897","SAMEA4431971","PRJEB15371","ERR1620358","Healthy"
"2898","SAMEA4431972","PRJEB15371","ERR1620359","Healthy"
"2899","SAMEA4431973","PRJEB15371","ERR1620360","Healthy"
"2900","SAMEA4431974","PRJEB15371","ERR1620361","Healthy"
"2901","SAMEA4431975","PRJEB15371","ERR1620362","Healthy"
"2902","SAMEA4431976","PRJEB15371","ERR1620363","Healthy"
"2903","SAMEA4431977","PRJEB15371","ERR1620364","Healthy"
"2904","SAMEA4431978","PRJEB15371","ERR1620365","Overweight"
"2905","SAMEA4431979","PRJEB15371","ERR1620366","Healthy"
"2906","SAMEA4431980","PRJEB15371","ERR1620367","Overweight"
"2907","SAMEA4431981","PRJEB15371","ERR1620368","Healthy"
"2909","SAMEA4431983","PRJEB15371","ERR1620370","Healthy"
"2910","SAMEA4431984","PRJEB15371","ERR1620371","Obesity"
"2911","SAMEA4431985","PRJEB15371","ERR1620372","Healthy"
"2912","SAMEA4431986","PRJEB15371","ERR1620373","Healthy"
"2913","SAMEA4431987","PRJEB15371","ERR1620374","Overweight"
"2914","SAMEA4431988","PRJEB15371","ERR1620375","Overweight"
"2915","SAMEA4431989","PRJEB15371","ERR1620376","Healthy"
"2916","SAMEA4431990","PRJEB15371","ERR1620377","Overweight"
"2917","SAMEA53400418","PRJEB19090","ERR1809123","Healthy"
"2918","SAMEA53401918","PRJEB19090","ERR1809129","Healthy"
"2919","SAMEA53402668","PRJEB19090","ERR1809135","Healthy"
"2920","SAMEA53403418","PRJEB19090","ERR1809139","Healthy"
"2921","SAMEA53404168","PRJEB19090","ERR1809142","Healthy"
"2922","SAMEA53404918","PRJEB19090","ERR1809146","Healthy"
"2923","SAMEA53405668","PRJEB19090","ERR1809148","Healthy"
"2924","SAMEA53406418","PRJEB19090","ERR1809149","Healthy"
"2926","SAMEA53408668","PRJEB19090","ERR1809153","Healthy"
"2929","SAMEA53410918","PRJEB19090","ERR1809156","Healthy"
"2930","SAMN00031604","PRJNA48479","SRR514214","Healthy"
"2931","SAMN00032498","PRJNA48479","SRR060370","Healthy"
"2932","SAMN00032521","PRJNA48479","SRR061903","Healthy"
"2933","SAMN00032571","PRJNA48479","SRR060442","Healthy"
"2934","SAMN00032676","PRJNA48479","SRR059854","Healthy"
"2935","SAMN00032708","PRJNA48479","SRR061170","Healthy"
"2936","SAMN00032739","PRJNA48479","SRR060410","Healthy"
"2937","SAMN00032842","PRJNA48479","SRR061166","Healthy"
"2938","SAMN00032889","PRJNA48479","SRR346668","Healthy"
"2939","SAMN00032966","PRJNA48479","SRR061153","Healthy"
"2940","SAMN00033023","PRJNA48479","SRR061145","Healthy"
"2941","SAMN00033491","PRJNA48479","SRR059413","Healthy"
"2942","SAMN00034067","PRJNA48479","SRR528237","Healthy"
"2943","SAMN00034187","PRJNA48479","SRR528183","Healthy"
"2944","SAMN00034316","PRJNA48479","SRR545419","Healthy"
"2945","SAMN00034376","PRJNA48479","SRR059896","Healthy"
"2946","SAMN00034694","PRJNA48479","SRR059504","Healthy"
"2947","SAMN00034739","PRJNA48479","SRR059812","Healthy"
"2948","SAMN00034856","PRJNA48479","SRR646449","Healthy"
"2949","SAMN00034857","PRJNA48479","SRR534442","Healthy"
"2950","SAMN00034905","PRJNA48479","SRR060374","Healthy"
"2951","SAMN00035018","PRJNA48479","SRR059339","Healthy"
"2952","SAMN00035169","PRJNA48479","SRR061137","Healthy"
"2953","SAMN00035453","PRJNA48479","SRR061558","Healthy"
"2954","SAMN00035505","PRJNA48479","SRR062388","Healthy"
