"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"68249","Streptomyces pactum",2,8602,1.77084905285546e-09,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"43348","Mycobacterium branderi",2,22100,1.80603979724123e-11,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"1389713","Mycobacterium paragordonae",2,14442,9.48183367805906e-13,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"33888","Rathayibacter tritici",2,26251,6.21904732667193e-07,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter"
"36809","Mycobacteroides abscessus",2,14227,1.14433330226237e-07,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacteroides"
"1578165","Mycobacteroides saopaulense",2,8846,5.7520825106742e-11,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacteroides"
"83262","Mycobacteroides immunogenum",2,4424,1.8058964243076e-13,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacteroides"
"1774","Mycobacteroides chelonae",2,4424,7.99373477356141e-12,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacteroides"
"2072505","Streptomyces sp. Go-475",2,4424,2.03997238804661e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2675218","Corynebacterium sp. 2019",2,6797,1.6813346906737e-11,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"1714373","Microbacterium sp. No. 7",2,4424,2.48388063304829e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"2684405","Corynebacterium sp. 4H37-19",2,9521,3.61760137560313e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"2675216","Corynebacterium sp. 1959",2,5734,2.35744369231046e-09,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"2768834","Corynebacterium sp. zg-320",2,52913,3.70674237421427e-07,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"2754725","Corynebacterium sp. Marseille-Q3630",2,21885,5.92987108409385e-09,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"28047","Mycolicibacterium confluentis",2,8846,1.05870658542559e-09,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"161895","Corynebacterium phocae",2,5414,1.07451208156433e-09,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"2594265","Ornithinimicrobium sp. H23M54",2,11097,7.02808734369556e-06,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium"
"1471400","Corynebacterium pelargi",2,4424,2.34464644516022e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"1286","Staphylococcus simulans",2,25766,9.65231674530035e-07,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"161896","Corynebacterium camporealensis",2,18926,8.03487225025542e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"156978","Corynebacterium imitans",2,5276,6.48933328805622e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"2509455","Agromyces protaetiae",2,4870,2.97759399945043e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"191493","Corynebacterium sphenisci",2,10567,1.63755669393951e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"1898","Streptomyces cacaoi",2,10987,1.64181973810919e-09,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"912630","Microbacterium sp. LKL04",2,1804,1.70589155933629e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"1404244","Corynebacterium glyciniphilum",2,6,3.53945997115084e-17,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"110937","Rathayibacter festucae",2,15112,3.05189603827166e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter"
"1223514","Corynebacterium humireducens",2,3262,1.09783234016395e-12,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"136857","Corynebacterium testudinoris",2,4424,3.87006562872022e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"89154","Corynebacterium terpenotabidum",2,4424,1.38097699298625e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"38288","Corynebacterium genitalium",2,6729,1.05378289539736e-09,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"29314","Mycolicibacter hiberniae",2,3810,2.33369712635219e-07,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacter"
"441500","Corynebacterium timonense",2,6312,1.09491630738838e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"2663121","Rhodococcus sp. WAY2",2,4424,1.9225219205041e-11,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"2507582","Rhodococcus sp. ABRD24",2,10500,5.66705737649417e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"2575699","Elizabethkingia sp. 2-6",2,4424,4.281488665226e-11,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia"
"1833","Rhodococcus erythropolis",2,8846,4.08122587125621e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"68280","Streptomyces violaceusniger",2,2,4.2278134141175e-17,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"300028","Rhodococcus triatomae",2,2,4.90203524538212e-17,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"38310","Rhodococcus coprophilus",2,11621,1.02253527924983e-09,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"2202000","Streptomyces sp. NEAU-S7GS2",2,4354,1.26058534888276e-05,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1830","Rhodococcus ruber",2,6773,1.02764026625979e-06,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"132919","Rhodococcus jostii",2,17675,7.39948466525702e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"2755382","Nocardia sp. WCH-YHL-001",2,8306,7.90754888657925e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"135487","Nocardia cyriacigeorgica",2,13047,1.75239405834125e-07,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"68570","Streptomyces albulus",2,15158,1.77268490012715e-08,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"37927","Sinomonas atrocyanea",2,4424,1.14680311071202e-12,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Sinomonas"
"444103","Streptomyces sp. CNQ-509",2,4774,2.84400610913764e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2420509","Gordonia insulae",2,2694,1.91790934854469e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia"
"2760083","Tomitella sp. HY172",2,4424,3.02863295524114e-07,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Tomitella"
"2591145","Cellulomonas sp. Y8",2,4424,7.89408760786428e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"57704","Tsukamurella tyrosinosolvens",2,8846,4.65476518956087e-10,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Tsukamurellaceae","Tsukamurella"
"110319","Nocardioides sp. CF8",2,11906,1.87285333875514e-06,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"279828","Microcella alkaliphila",2,4424,1.01506559862455e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microcella"
"2685869","Nocardioides sp. ZJ1313",2,4424,2.12880766985214e-11,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"2736757","Nocardioides sp. MC1495",2,8538,1.49449280788496e-08,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"2079791","Salinibacterium sp. CGMCC 1.16371",2,4424,3.26494240419564e-12,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium"
"450734","Nocardioides dokdonensis",2,27973,2.61432587846009e-11,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"1643322","Nocardioides ungokensis",2,9657,1.01139065713027e-08,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"219314","Aeromicrobium marinum",2,8846,3.71991745204937e-11,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"2045452","Nocardioides sp. 78",2,8677,7.63595018967398e-09,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"1544730","Kribbella qitaiheensis",2,5195,6.60577531059118e-10,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella"
"546874","Friedmanniella sagamiharensis",2,5397,3.73573885920871e-11,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Friedmanniella"
"2708082","Mumia sp. ZJ1417",2,4464,6.40264350863975e-11,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Mumia"
"399497","Tessaracoccus flavescens",2,5224,4.2860378716447e-10,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus"
"2662028","Aeromicrobium sp. MF47",2,4424,1.95704196097919e-11,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"556499","Propionibacterium acidifaciens",2,11284,3.43527082495087e-08,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium"
"2596828","Microlunatus sp. KUDC0627",2,10229,3.4559820395063e-09,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"2672569","Microlunatus sp. Gsoil 973",2,13544,7.81235420038743e-08,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"29405","Microlunatus phosphovorus",2,9689,9.30120776972688e-10,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"1748","Acidipropionibacterium acidipropionici",2,4424,1.0677687512881e-09,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium"
"1750","Pseudopropionibacterium propionicum",2,13154,3.50127092830163e-09,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Pseudopropionibacterium"
"2714937","Propioniciclava sp. HDW11",2,4424,1.28036060844976e-09,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava"
"2675222","Micromonospora sp. WMMC415",2,10175,3.95361721115783e-08,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"2749844","Micromonospora sp. 28ISP2-46",2,11395,1.0050044370625e-08,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"2201999","Micromonospora sp. B006",2,8846,1.10091078659546e-11,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"2039870","Micromonospora sp. WMMA2032",2,4424,1.71403807375659e-12,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"53451","Streptomyces rutgersensis",2,8741,1.98623360524905e-09,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"132473","Streptomyces alboniger",2,35336,8.18526992700712e-12,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"299152","Micromonospora siamensis",2,3596,6.82921623481311e-10,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"1908","Streptomyces globisporus",2,8222,2.46711480699361e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2712223","Nocardioides anomalus",2,6018,4.334938545992e-08,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"2294034","Micromonospora craniellae",2,9981,5.48372848499922e-07,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"2508882","Ornithinimicrobium sp. HY006",2,4982,1.61272976245838e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium"
"38302","Corynebacterium mycetoides",2,8846,8.42258002663959e-11,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"299146","Micromonospora narathiwatensis",2,4424,8.33165130324940e-12,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"1616117","Streptomyces formicae",2,1,4.78680326553531e-17,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1690221","Streptomyces spongiicola",2,5593,3.64893377175876e-13,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"291594","Micromonospora rifamycinica",2,8295,3.07888728080982e-12,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"575200","Corynebacterium maris",2,4424,1.04794261128813e-12,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"1003110","Verrucosispora maris",2,5865,1.15194517006842e-11,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Verrucosispora"
"168697","Salinispora arenicola",2,11840,9.65160622434609e-09,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Salinispora"
"2656760","Apibacter sp. B3706",2,3559,7.30486229197085e-12,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Apibacter"
"31958","Amycolatopsis orientalis",2,3552,1.36103072328667e-11,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"1399115","Exiguobacterium sp. MH3",2,4424,2.79605227228944e-11,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Exiguobacterium"
"134601","Mycolicibacterium goodii",2,13776,8.3432444853947e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"2074","Pseudonocardia autotrophica",2,16323,5.87900596131242e-10,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"333966","Saccharopolyspora pogona",2,4172,6.09061122071699e-09,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora"
"2171623","Miniimonas sp. S16",2,11797,4.72862273722498e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Beutenbergiaceae","Miniimonas"
"42197","Actinosynnema pretiosum",2,17684,1.69842059392207e-12,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinosynnema"
"46351","Mycolicibacterium hassiacum",2,1,4.37433101778584e-17,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"646637","Streptomyces sp. M2",2,8846,1.27206261044007e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"211114","Allokutzneria albata",2,4424,1.3570933857694e-11,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Allokutzneria"
"1286181","Mycolicibacterium arabiense",2,4780,8.48304592758379e-11,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"2736640","Pseudonocardia sp. Gen01",2,3994,3.25670231788807e-09,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"2057798","Actinomyces sp. 432",2,3318,1.30113380723237e-09,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"2057800","Actinomyces qiguomingii",2,3104,7.40811131264962e-10,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"1724","Corynebacterium renale",2,8256,1.58187256648507e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"1655","Actinomyces naeslundii",2,0,6.08976336831624e-09,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"84023","Clostridium autoethanogenum",2,1911,1.30625616440631e-09,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"639313","Hoyosella subflava",2,13266,7.3153682670586e-09,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Hoyosella"
"1661","Trueperella pyogenes",2,15750,1.31210476368051e-06,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Trueperella"
